pose_index,requested_roll_deg,requested_pitch_deg,requested_yaw_deg,applied_roll_deg,applied_pitch_deg,applied_yaw_deg,candidate,calibration_path,measurement_count,board_x_m,board_y_m,board_z_m,board_qx,board_qy,board_qz,board_qw,board_roll_deg,board_pitch_deg,board_yaw_deg,within_position_rms_mm,within_rotation_rms_deg
10,10.0,-10.0,0.0,7.5,-7.5,0.0,old,/home/juwon/Desktop/Pinkk-robot-arm/src/robot_arm/robot_camera/handeye_calibration_1828/data/runs/20260715_baseline_old/calibration.calib,10,0.28308110348544246,-0.13526530611239537,-0.06096888995446318,0.00909329884121601,0.9986923589853213,-0.02209719489912382,0.045195110334069456,-177.50720126187883,5.202376979720521,179.06991614927074,0.047655839509911854,0.03213762942104831
10,10.0,-10.0,0.0,7.5,-7.5,0.0,new,/home/juwon/Desktop/Pinkk-robot-arm/src/robot_arm/robot_camera/handeye_calibration_1828/data/runs/20260723_150604_repeat_same_mount_01/calibration.calib,10,0.28825164673212855,-0.1280130645230867,-0.06208596626617967,0.0077317575249915005,0.9987294717857015,-0.009472348741587873,0.04888697905931645,-178.95417044458023,5.612280477816275,179.16415982639978,0.04765583950990985,0.0321376294391935
12,10.0,0.0,12.0,5.0,0.0,6.0,old,/home/juwon/Desktop/Pinkk-robot-arm/src/robot_arm/robot_camera/handeye_calibration_1828/data/runs/20260715_baseline_old/calibration.calib,10,0.2862040471549315,-0.13700404951463735,-0.058503488104567805,0.007554133674033161,0.9983595333295576,-0.02347909997529163,0.05167116351286416,-177.3434140632549,5.942337656323916,179.27086418809782,0.030588162241319095,0.014328780474655581
12,10.0,0.0,12.0,5.0,0.0,6.0,new,/home/juwon/Desktop/Pinkk-robot-arm/src/robot_arm/robot_camera/handeye_calibration_1828/data/runs/20260723_150604_repeat_same_mount_01/calibration.calib,10,0.2917114701565574,-0.1304381317320094,-0.05961369653408264,0.007327707951788132,0.9983204352870092,-0.011124618905399527,0.05638134477590471,-178.76673998423442,6.4730773683893075,179.2286505191216,0.030588162241316632,0.014328780571311815
14,0.0,10.0,-12.0,0.0,3.5,-4.2,old,/home/juwon/Desktop/Pinkk-robot-arm/src/robot_arm/robot_camera/handeye_calibration_1828/data/runs/20260715_baseline_old/calibration.calib,10,0.28897531412570515,-0.13658186224570684,-0.057378146615554605,0.006148280044606343,0.9983303646424624,-0.023315404387721526,0.052488795028828084,-177.35410691766202,6.032295119458218,179.4337274711431,0.06719068976532734,0.030551488088457642
14,0.0,10.0,-12.0,0.0,3.5,-4.2,new,/home/juwon/Desktop/Pinkk-robot-arm/src/robot_arm/robot_camera/handeye_calibration_1828/data/runs/20260723_150604_repeat_same_mount_01/calibration.calib,10,0.2927904993391182,-0.12951407326043135,-0.0595740318431372,0.0076366870882311234,0.9984216665862878,-0.010357786191349132,0.05466784216145891,-178.85586530761577,6.2761938139753815,179.1862630409645,0.06719068976532443,0.03055148813140393
18,8.0,-8.0,8.0,6.0,-6.0,6.0,old,/home/juwon/Desktop/Pinkk-robot-arm/src/robot_arm/robot_camera/handeye_calibration_1828/data/runs/20260715_baseline_old/calibration.calib,10,0.28359404194225823,-0.1360288429550809,-0.06088971085531678,0.008931294940800753,0.9987166354315806,-0.022004380145201487,0.04473389472569142,-177.51670761166176,5.148996261617171,179.0869367018038,0.040928562790044795,0.02706309421708337
18,8.0,-8.0,8.0,6.0,-6.0,6.0,new,/home/juwon/Desktop/Pinkk-robot-arm/src/robot_arm/robot_camera/handeye_calibration_1828/data/runs/20260723_150604_repeat_same_mount_01/calibration.calib,10,0.28948466507655796,-0.12940945942113036,-0.061633050493012,0.007813252066898403,0.9986771887799366,-0.009863808149080939,0.04985509995517106,-178.91032477141567,5.72376333765385,179.1579750477621,0.04092856279004785,0.027063094182068585
25,-6.0,0.0,-12.0,-2.1,0.0,-4.2,old,/home/juwon/Desktop/Pinkk-robot-arm/src/robot_arm/robot_camera/handeye_calibration_1828/data/runs/20260715_baseline_old/calibration.calib,10,0.2881871700725206,-0.13568152622700855,-0.05782833122926232,0.0052222048784383805,0.9984231993262952,-0.02092129501932175,0.0518280140268481,-177.62390082002452,5.952912241173704,179.52420448688437,0.041348851002981024,0.023536889915908545
25,-6.0,0.0,-12.0,-2.1,0.0,-4.2,new,/home/juwon/Desktop/Pinkk-robot-arm/src/robot_arm/robot_camera/handeye_calibration_1828/data/runs/20260723_150604_repeat_same_mount_01/calibration.calib,10,0.2921066884905426,-0.12864947539529062,-0.05993556862051834,0.006791985585115846,0.9984738620209532,-0.008010428665619794,0.05421852843232782,-179.1204565911765,6.221960005946894,179.26832254408035,0.04134885100296439,0.02353688994997517
26,6.0,0.0,-12.0,4.5,0.0,-9.0,old,/home/juwon/Desktop/Pinkk-robot-arm/src/robot_arm/robot_camera/handeye_calibration_1828/data/runs/20260715_baseline_old/calibration.calib,10,0.28633377958614575,-0.1364742120067717,-0.05806030072644506,0.007913810407421649,0.9983027160969804,-0.023905744044593436,0.052512608389809916,-177.29687064311264,6.040148949149258,179.23426244064035,0.031695178973111304,0.022415955533122697
26,6.0,0.0,-12.0,4.5,0.0,-9.0,new,/home/juwon/Desktop/Pinkk-robot-arm/src/robot_arm/robot_camera/handeye_calibration_1828/data/runs/20260723_150604_repeat_same_mount_01/calibration.calib,10,0.28999912419304874,-0.1288078943235286,-0.06005642976961047,0.008017956906759589,0.9984536232257284,-0.010761130290811844,0.05394694346597307,-178.8113135487546,6.194251220089356,179.14412605039507,0.03169517897310915,0.022415955533122697
