index,x_cm,y_cm,yaw_rad,yaw_deg,direction
0,45.0,44.0,-0.5123894603107377,-29.357753542791276,1
1,61.0,35.0,-0.08314123188844123,-4.763641690726178,1
2,73.0,34.0,0.7066142024083045,40.48601154199874,1
3,114.0,69.0,0.8023456932038532,45.971021931079164,1
4,143.0,99.0,1.5182132651839548,86.98721249581666,1
5,144.0,118.0,1.1383885512243588,65.22485943116808,1
6,156.0,144.0,1.1383885512243588,65.22485943116808,1
