index,x_cm,y_cm,yaw_rad,yaw_deg,direction,steer_deg
0,45,44,1.6229199574446795e-05,0.0009298646404913131,1,0.0
1,47.97678411825786,43.6765378444649,-0.21649012174653404,-12.403970282349762,1,-29.999999999999996
2,50.81458619610333,42.721157909699876,-0.4329964726926425,-24.80887042934002,1,-29.999999999999996
3,53.380903066994634,41.17846896796396,-0.649502823638751,-37.21377057633027,1,-29.999999999999996
4,55.55590780064749,39.12050252961678,-0.8660091745848595,-49.61867072332053,1,-29.999999999999996
5,57.730912534300344,37.0625360912696,-0.649502823638751,-37.21377057633027,1,29.999999999999996
6,60.29722940519165,35.51984714953368,-0.4329964726926425,-24.80887042934002,1,29.999999999999996
7,63.13503148303712,34.564467214768655,-0.21649012174653404,-12.403970282349762,1,29.999999999999996
8,66.11181560129498,34.24100505923356,1.6229199574446795e-05,0.0009298646404913131,1,29.999999999999996
9,69.08858921892102,34.564563836245334,0.21652258014568293,12.405830011630746,1,29.999999999999996
10,71.92636028516833,35.52003588101962,0.4330289310917914,24.810730158621,1,29.999999999999996
11,74.49262708149435,37.06280812048023,0.6495352820378999,37.215630305611256,1,29.999999999999996
12,76.8817219422039,38.87725727836012,0.6495352820378999,37.215630305611256,1,0.0
13,79.27081680291344,40.69170643624001,0.6495352820378999,37.215630305611256,1,0.0
14,81.65991166362299,42.5061555941199,0.6495352820378999,37.215630305611256,1,0.0
15,84.04900652433254,44.320604751999795,0.6495352820378999,37.215630305611256,1,0.0
16,86.43810138504209,46.13505390987969,0.6495352820378999,37.215630305611256,1,0.0
17,88.82719624575164,47.94950306775958,0.6495352820378999,37.215630305611256,1,0.0
18,91.21629110646118,49.76395222563947,0.6495352820378999,37.215630305611256,1,0.0
19,93.60538596717073,51.57840138351936,0.6495352820378999,37.215630305611256,1,0.0
20,95.99448082788028,53.392850541399255,0.6495352820378999,37.215630305611256,1,0.0
21,98.38357568858983,55.20729969927915,0.6495352820378999,37.215630305611256,1,0.0
22,100.77267054929938,57.02174885715904,0.6495352820378999,37.215630305611256,1,0.0
23,103.16176541000893,58.83619801503893,0.6495352820378999,37.215630305611256,1,0.0
24,105.55086027071847,60.65064717291882,0.6495352820378999,37.215630305611256,1,0.0
25,107.93995513142802,62.465096330798715,0.6495352820378999,37.215630305611256,1,0.0
26,110.32904999213757,64.27954548867861,0.6495352820378999,37.215630305611256,1,0.0
27,112.71814485284712,66.0939946465585,0.6495352820378999,37.215630305611256,1,0.0
28,115.10723971355667,67.90844380443839,0.6495352820378999,37.215630305611256,1,0.0
29,117.49633457426621,69.72289296231828,0.6495352820378999,37.215630305611256,1,0.0
30,119.88542943497576,71.53734212019818,0.6495352820378999,37.215630305611256,1,0.0
31,122.27452429568531,73.35179127807807,0.6495352820378999,37.215630305611256,1,0.0
32,124.44946222989634,75.40982831251293,0.8660416329840084,49.62053045260151,1,29.999999999999996
33,126.39300317593344,77.69513979917664,0.8660416329840084,49.62053045260151,1,0.0
34,128.33654412197055,79.98045128584036,0.8660416329840084,49.62053045260151,1,0.0
35,130.28008506800765,82.26576277250408,0.8660416329840084,49.62053045260151,1,0.0
36,132.22362601404475,84.55107425916779,0.8660416329840084,49.62053045260151,1,0.0
37,134.16716696008186,86.8363857458315,0.8660416329840084,49.62053045260151,1,0.0
38,136.11070790611896,89.12169723249522,0.8660416329840084,49.62053045260151,1,0.0
39,138.05424885215606,91.40700871915894,0.8660416329840084,49.62053045260151,1,0.0
40,139.99778979819317,93.69232020582265,0.8660416329840084,49.62053045260151,1,0.0
41,141.67984627591886,96.16952779876206,1.0825479839301169,62.025430599591765,1,29.999999999999996
42,143.08708514282773,98.81899543801737,1.0825479839301169,62.025430599591765,1,0.0
43,144.4943240097366,101.46846307727267,1.0825479839301169,62.025430599591765,1,0.0
44,145.90156287664547,104.11793071652798,1.0825479839301169,62.025430599591765,1,0.0
45,147.30880174355434,106.76739835578329,1.0825479839301169,62.025430599591765,1,0.0
46,148.7160406104632,109.41686599503859,1.0825479839301169,62.025430599591765,1,0.0
47,150.12327947737208,112.0663336342939,1.0825479839301169,62.025430599591765,1,0.0
48,151.53051834428095,114.7158012735492,1.0825479839301169,62.025430599591765,1,0.0
49,152.93775721118982,117.36526891280451,1.0825479839301169,62.025430599591765,1,0.0
50,154.04839334793903,120.14598084044505,1.2990543348762253,74.43033074658202,1,29.999999999999996
51,154.53575112086233,123.1003595998371,1.5155606858223338,86.83523089357227,1,29.999999999999996
52,154.70137379532466,126.09578429922513,1.5155606858223338,86.83523089357227,1,0.0
53,154.86699646978698,129.09120899861315,1.5155606858223338,86.83523089357227,1,0.0
54,155.0326191442493,132.08663369800118,1.5155606858223338,86.83523089357227,1,0.0
55,155.19824181871164,135.0820583973892,1.5155606858223338,86.83523089357227,1,0.0
56,155.36386449317396,138.07748309677723,1.5155606858223338,86.83523089357227,1,0.0
57,155.5294871676363,141.07290779616525,1.5155606858223338,86.83523089357227,1,0.0
58,156.0168449405596,144.02728655555728,1.2990543348762253,74.43033074658202,1,-29.999999999999996
